start_date,end_date,pollster,sample_size,dem,rep,ind,methodology,pollster_rating_id,numeric_grade
2023-07-26,2023-07-28,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-07-25,2023-07-27,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-07-24,2023-07-27,Echelon Insights,1013.0,44.0,45.0,,Online Panel,407,2.7
2023-07-24,2023-07-26,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-23,2023-07-25,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-22,2023-07-25,YouGov,1306.0,42.0,39.0,,Online Panel,391,2.9
2023-07-22,2023-07-24,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-07-19,2023-07-24,McLaughlin,1000.0,41.0,48.0,,Online Panel,203,0.5
2023-07-21,2023-07-23,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-07-20,2023-07-22,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-07-19,2023-07-21,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-07-18,2023-07-20,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-17,2023-07-19,Morning Consult,7439.0,45.0,44.0,,Online Panel,218,1.8
2023-07-17,2023-07-18,NewsNation/Decision Desk HQ,1000.0,41.57,44.83,,Online Panel,696,1.6
2023-07-16,2023-07-18,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-15,2023-07-18,YouGov,1315.0,42.0,38.0,,Online Panel,391,2.9
2023-07-15,2023-07-17,Morning Consult,7439.0,44.0,43.0,,Online Panel,218,1.8
2023-07-14,2023-07-16,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-13,2023-07-16,McLaughlin,2000.0,42.0,49.0,,Online Panel,203,0.5
2023-07-13,2023-07-16,McLaughlin,1620.0,42.4,48.7,,Online Panel,203,0.5
2023-07-13,2023-07-15,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-12,2023-07-14,Morning Consult,7439.0,45.0,44.0,,Online Panel,218,1.8
2023-07-11,2023-07-13,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-10,2023-07-12,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-09,2023-07-11,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-07-08,2023-07-11,YouGov,1296.0,42.0,40.0,,Online Panel,391,2.9
2023-07-08,2023-07-10,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-07-07,2023-07-09,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-06,2023-07-08,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-05,2023-07-07,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-07-05,2023-07-06,OnMessage Inc.,800.0,41.0,47.0,,Online Panel,239,1.1
2023-07-04,2023-07-06,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-07-03,2023-07-05,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-07-01,2023-07-05,YouGov,1350.0,41.0,39.0,,Online Panel,391,2.9
2023-07-02,2023-07-04,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-07-01,2023-07-03,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-06-30,2023-07-02,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-29,2023-07-01,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-28,2023-06-30,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-27,2023-06-29,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-26,2023-06-29,Echelon Insights,1020.0,46.0,44.0,,Online Panel,407,2.7
2023-06-23,2023-06-29,Clarity,1063.0,47.0,45.0,,Online Panel,52,1.6
2023-06-26,2023-06-28,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-25,2023-06-27,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-24,2023-06-27,YouGov,1315.0,41.0,40.0,,Online Panel,391,2.9
2023-06-24,2023-06-26,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-23,2023-06-25,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-22,2023-06-25,McLaughlin,2000.0,41.0,46.5,,Online Panel,203,0.5
2023-06-22,2023-06-24,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-21,2023-06-23,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-06-20,2023-06-22,Cygnal,2010.0,45.4,46.2,,Online Panel/Text-to-Web,67,2.1
2023-06-20,2023-06-22,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-06-19,2023-06-21,Winston,1000.0,45.0,45.0,,,385,2.5
2023-06-19,2023-06-21,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-06-19,2023-06-20,Emerson,1015.0,43.6,44.2,,IVR/Online Panel/Text-to-Web/Email,88,2.9
2023-06-18,2023-06-20,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-06-16,2023-06-20,Hart/POS,1000.0,48.0,46.0,,Live Phone,221,2.6
2023-06-17,2023-06-19,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-15,2023-06-19,McLaughlin,1000.0,41.0,48.0,,Online Panel,203,0.5
2023-06-16,2023-06-18,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-15,2023-06-17,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-14,2023-06-16,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-13,2023-06-15,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-12,2023-06-14,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-11,2023-06-13,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-10,2023-06-12,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-06-09,2023-06-11,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-08,2023-06-11,McLaughlin,2000.0,40.1,46.4,,Online Panel,203,0.5
2023-06-08,2023-06-10,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-07,2023-06-09,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-06,2023-06-08,OnMessage Inc.,800.0,42.0,47.0,,Online Panel,239,1.1
2023-06-06,2023-06-08,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-05,2023-06-07,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-04,2023-06-06,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-06-03,2023-06-05,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-06-02,2023-06-04,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-06-01,2023-06-03,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-31,2023-06-02,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-30,2023-06-01,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-05-29,2023-05-31,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-05-28,2023-05-30,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-05-27,2023-05-29,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-05-26,2023-05-28,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-05-25,2023-05-27,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-05-25,2023-05-26,NewsNation/Decision Desk HQ,1000.0,42.3,42.81,,Online Panel,696,1.6
2023-05-24,2023-05-26,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-05-24,2023-05-25,OnMessage Inc.,800.0,43.0,45.0,,Online Panel,239,1.1
2023-05-23,2023-05-25,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-22,2023-05-25,Echelon Insights,1035.0,45.0,46.0,,Online Panel,407,2.7
2023-05-22,2023-05-24,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-17,2023-05-24,McLaughlin,1000.0,41.0,46.0,,Online Panel,203,0.5
2023-05-21,2023-05-23,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-20,2023-05-22,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-19,2023-05-21,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-05-18,2023-05-20,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-17,2023-05-19,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-05-16,2023-05-18,Cygnal,2527.0,44.9,45.2,,Online Panel/Text-to-Web,67,2.1
2023-05-16,2023-05-18,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-05-15,2023-05-17,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-05-14,2023-05-16,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-05-13,2023-05-15,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-05-12,2023-05-14,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-08,2023-05-14,Clarity,1122.0,47.0,41.0,,Online Panel,52,1.6
2023-05-11,2023-05-13,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-05-10,2023-05-13,WPAi,782.0,47.0,42.0,,Online Panel,383,1.7
2023-05-10,2023-05-13,WPAi,789.0,44.0,44.0,,Online Panel,383,1.7
2023-05-10,2023-05-12,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2023-05-09,2023-05-11,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-08,2023-05-10,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-07,2023-05-09,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-06,2023-05-08,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-05-05,2023-05-07,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-04,2023-05-07,McLaughlin,2000.0,40.6,48.4,,Online Panel,203,0.5
2023-05-04,2023-05-06,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-03,2023-05-05,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-02,2023-05-04,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-05-01,2023-05-03,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-30,2023-05-02,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-04-28,2023-05-02,Change Research,1208.0,46.0,44.0,,Text-to-Web/Online Ad,48,1.4
2023-04-29,2023-05-01,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-04-28,2023-04-30,Winston,1000.0,43.0,47.0,,Online Panel,385,2.5
2023-04-28,2023-04-30,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-27,2023-04-29,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-26,2023-04-28,Morning Consult,7439.0,47.0,43.0,,Online Panel,218,1.8
2023-04-25,2023-04-27,OnMessage Inc.,800.0,43.0,46.0,,Online Panel,239,1.1
2023-04-25,2023-04-27,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-24,2023-04-27,McLaughlin,1000.0,42.0,47.0,,Online Panel,203,0.5
2023-04-24,2023-04-26,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-24,2023-04-25,Emerson,1100.0,41.8,42.0,,IVR/Online Panel,88,2.9
2023-04-23,2023-04-25,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-22,2023-04-24,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-20,2023-04-24,co/efficient,1956.0,40.0,36.0,,,514,1.1
2023-04-21,2023-04-23,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-20,2023-04-22,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-19,2023-04-21,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-04-18,2023-04-20,Cygnal,2500.0,44.0,46.1,,Online Panel/Text-to-Web,67,2.1
2023-04-18,2023-04-20,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-17,2023-04-19,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-16,2023-04-18,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-15,2023-04-17,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-11,2023-04-17,Fabrizio/Impact,1500.0,42.0,43.0,,,694,1.7
2023-04-14,2023-04-16,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-04-13,2023-04-15,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-12,2023-04-14,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-11,2023-04-13,OnMessage Inc.,800.0,41.0,47.0,,Online Panel,239,1.1
2023-04-11,2023-04-13,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-04-10,2023-04-12,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-04-09,2023-04-11,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-04-08,2023-04-10,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-04-05,2023-04-10,Clarity,1214.0,45.0,43.0,,Online Panel,52,1.6
2023-04-07,2023-04-09,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-04-06,2023-04-08,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-04-05,2023-04-07,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-04,2023-04-06,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-03,2023-04-05,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-04-02,2023-04-04,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-04-01,2023-04-03,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-03-31,2023-04-02,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-03-30,2023-04-01,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-03-29,2023-03-31,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-03-28,2023-03-30,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-27,2023-03-29,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-26,2023-03-28,Morning Consult,7439.0,45.0,44.0,,Online Panel,218,1.8
2023-03-26,2023-03-27,Cygnal,2550.0,45.2,45.8,,Online Panel/Text-to-Web,67,2.1
2023-03-25,2023-03-27,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-24,2023-03-26,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-23,2023-03-25,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-22,2023-03-24,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-21,2023-03-23,OnMessage Inc.,800.0,42.0,48.0,,Online Panel,239,1.1
2023-03-21,2023-03-23,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-20,2023-03-22,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-19,2023-03-21,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-03-18,2023-03-20,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-03-16,2023-03-20,McLaughlin,1000.0,42.0,46.0,,Online Panel,203,0.5
2023-03-17,2023-03-19,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-16,2023-03-18,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-03-15,2023-03-17,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-03-14,2023-03-16,Morning Consult,7439.0,47.0,41.0,,Online Panel,218,1.8
2023-03-13,2023-03-15,Morning Consult,7439.0,47.0,41.0,,Online Panel,218,1.8
2023-03-12,2023-03-14,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-03-11,2023-03-13,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-03-10,2023-03-12,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-09,2023-03-11,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-08,2023-03-10,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-07,2023-03-09,OnMessage Inc.,800.0,42.0,48.0,,Online Panel,239,1.1
2023-03-07,2023-03-09,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-06,2023-03-08,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-05,2023-03-07,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-04,2023-03-06,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-03-03,2023-03-05,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-03-02,2023-03-04,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-03-01,2023-03-03,Winston,1000.0,44.0,45.0,,,385,2.5
2023-03-01,2023-03-03,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-02-28,2023-03-02,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-27,2023-03-01,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-26,2023-02-28,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-25,2023-02-27,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-24,2023-02-27,Cygnal,2424.0,46.3,45.4,,Online Panel/Text-to-Web,67,2.1
2023-02-24,2023-02-26,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-24,2023-02-25,Emerson,1060.0,42.7,44.5,,IVR/Online Panel,88,2.9
2023-02-23,2023-02-25,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-22,2023-02-24,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-02-21,2023-02-23,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-02-17,2023-02-23,McLaughlin,1000.0,41.0,48.0,,Online Panel,203,0.5
2023-02-20,2023-02-22,Morning Consult,7439.0,44.0,43.0,,Online Panel,218,1.8
2023-02-17,2023-02-22,Bullfinch,1201.0,42.0,37.0,,Live Phone,692,
2023-02-17,2023-02-22,Bullfinch,1001.0,44.0,38.0,,Live Phone,692,
2023-02-19,2023-02-21,Morning Consult,7439.0,44.0,43.0,,Online Panel,218,1.8
2023-02-18,2023-02-20,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-14,2023-02-20,Clarity,2002.0,42.0,44.0,,Online Panel,52,1.6
2023-02-17,2023-02-19,Morning Consult,7439.0,44.0,43.0,,Online Panel,218,1.8
2023-02-16,2023-02-18,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-15,2023-02-17,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-14,2023-02-16,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-02-13,2023-02-15,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-12,2023-02-14,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-11,2023-02-13,Morning Consult,7439.0,44.0,43.0,,Online Panel,218,1.8
2023-02-10,2023-02-12,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-09,2023-02-11,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-02-08,2023-02-10,Morning Consult,7439.0,47.0,42.0,,Online Panel,218,1.8
2023-02-07,2023-02-09,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-02-06,2023-02-08,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-05,2023-02-07,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-04,2023-02-06,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-02,2023-02-06,YouGov,1063.0,45.0,42.0,,Online Panel,391,2.9
2023-02-03,2023-02-05,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-02,2023-02-04,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-02-01,2023-02-03,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-31,2023-02-02,Morning Consult,7439.0,44.0,43.0,,Online Panel,218,1.8
2023-01-30,2023-02-01,Morning Consult,7439.0,44.0,43.0,,Online Panel,218,1.8
2023-01-29,2023-01-31,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-01-28,2023-01-30,Morning Consult,7439.0,45.0,42.0,,Online Panel,218,1.8
2023-01-27,2023-01-29,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-01-26,2023-01-28,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-01-25,2023-01-27,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2023-01-24,2023-01-26,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-23,2023-01-25,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-22,2023-01-24,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-20,2023-01-24,Hart/POS,810.0,46.0,47.0,,Live Phone,221,2.6
2023-01-19,2023-01-24,McLaughlin,1000.0,42.0,47.0,,Online Panel,203,0.5
2023-01-21,2023-01-23,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-20,2023-01-22,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-19,2023-01-21,Emerson,1015.0,44.7,42.2,,IVR/Online Panel,88,2.9
2023-01-19,2023-01-21,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-19,2023-01-20,Cygnal,2529.0,46.0,45.4,,Online Panel/Text-to-Web,67,2.1
2023-01-18,2023-01-20,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-17,2023-01-19,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-16,2023-01-18,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-15,2023-01-17,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-14,2023-01-16,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-12,2023-01-16,YouGov,1029.0,46.0,40.0,,Online Panel,391,2.9
2023-01-13,2023-01-15,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-12,2023-01-14,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-11,2023-01-13,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-10,2023-01-12,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-09,2023-01-11,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-08,2023-01-10,Morning Consult,7439.0,45.0,43.0,,Online Panel,218,1.8
2023-01-07,2023-01-09,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-06,2023-01-08,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-05,2023-01-07,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-04,2023-01-06,Morning Consult,7439.0,45.0,44.0,,Online Panel,218,1.8
2023-01-03,2023-01-05,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-02,2023-01-04,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2023-01-01,2023-01-03,Morning Consult,7439.0,46.0,42.0,,Online Panel,218,1.8
2022-12-31,2023-01-02,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-30,2023-01-01,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-29,2022-12-31,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-28,2022-12-30,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-27,2022-12-29,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-26,2022-12-28,Morning Consult,7439.0,45.0,44.0,,Online Panel,218,1.8
2022-12-25,2022-12-27,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-24,2022-12-26,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-12-23,2022-12-25,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-22,2022-12-24,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-21,2022-12-23,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-20,2022-12-22,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-19,2022-12-21,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-18,2022-12-20,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-17,2022-12-19,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-16,2022-12-18,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-15,2022-12-17,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-14,2022-12-16,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-12-13,2022-12-15,Morning Consult,7439.0,47.0,44.0,,Online Panel,218,1.8
2022-12-12,2022-12-14,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-12-09,2022-12-14,McLaughlin,1000.0,44.0,48.0,,Online Panel,203,0.5
2022-12-11,2022-12-13,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-12-10,2022-12-12,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-12-09,2022-12-11,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-12-08,2022-12-10,Morning Consult,7439.0,47.0,44.0,,Online Panel,218,1.8
2022-12-07,2022-12-09,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-06,2022-12-08,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-05,2022-12-07,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-04,2022-12-06,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-03,2022-12-05,Morning Consult,7439.0,46.0,43.0,,Online Panel,218,1.8
2022-12-02,2022-12-04,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
2022-12-01,2022-12-03,Morning Consult,7439.0,46.0,44.0,,Online Panel,218,1.8
